mittente,destinatario,n_telefonate
25856,228,16
25857,228,4
25858,228,4
25859,228,4
25860,228,4
25861,228,4
25862,228,12
25863,228,2
25864,228,8
25865,228,6
25866,228,16
25867,228,2
25868,228,20
25869,228,14
25870,228,4
25871,228,4
25874,228,12
25876,228,4
25877,228,4
25879,228,2
25880,228,4
25883,228,4
25884,228,8
25885,228,12
25886,228,128
25887,228,4
25888,228,4
25889,228,4
25891,228,12
25892,228,36
25895,228,4
25896,228,2
25897,228,8
25898,228,4
25899,228,12
25900,228,2
25901,228,2
25902,228,4
25903,228,28
25904,228,20
25905,228,8
25910,228,4
25911,228,2
25914,228,2
25915,228,4
25916,228,8
25917,228,6
25918,228,32
25919,228,2
25920,228,8
25921,228,2
25922,228,4
25923,228,2
25924,228,2
25925,228,2
25926,228,4
25927,228,4
25928,228,2
25929,228,8
25930,228,4
25931,228,4
25932,228,12
25933,228,4
25934,228,16
25935,228,4
25936,228,2
25937,228,2
25939,228,24
25940,228,2
25941,228,4
25942,228,8
25943,228,4
25944,228,4
25945,228,10
25946,228,4
25947,228,4
25948,228,6
25949,228,2
25950,228,4
25951,228,12
25952,228,4
25953,228,8
25954,228,4
25955,228,2
25956,228,4
25957,228,6
25958,228,2
25960,228,4
25961,228,12
25964,228,4
25965,228,8
25968,228,2
25969,228,8
25970,228,20
25971,228,4
25972,228,4
25973,228,4
25974,228,24
25975,228,8
25976,228,4
25977,228,4
25979,228,12
25980,228,4
25981,228,8
25982,228,2
25983,228,4
25984,228,2
25985,228,4
25986,228,6
25987,228,4
25988,228,4
25989,228,6
25991,228,8
25992,228,4
25994,228,4
25995,228,4
25996,228,4
25997,228,2
25998,228,4
25999,228,4
26000,228,6
26002,228,8
26005,228,4
26006,228,4
26007,228,12
26008,228,2
26009,228,4
26010,228,2
26011,228,2
26012,228,6
26013,228,4
26014,228,4
26015,228,16
26016,228,2
26017,228,16
26018,228,4
26019,228,8
26020,228,4
26021,228,4
26022,228,8
26023,228,2
26024,228,12
26025,228,8
26026,228,2
26027,228,4
26028,228,6
26029,228,4
26030,228,2
26031,228,2
26033,228,50
26034,228,4
26035,228,8
26036,228,2
26037,228,24
26038,228,4
26039,228,4
26040,228,4
26041,228,8
26042,228,10
26044,228,2
26045,228,4
26046,228,12
26047,228,8
26048,228,8
26049,228,4
26050,228,4
26051,228,2
26052,228,2
26053,228,4
26054,228,20
26055,228,6
26056,228,12
26057,228,4
26058,228,4
26059,228,2
26060,228,12
26061,228,4
26062,228,2
26063,228,10
26063,10081,6
26064,228,2
26065,228,2
26066,228,10
26067,228,4
26068,228,4
26069,228,16
26070,228,2
26071,228,4
26072,228,4
26073,228,8
26074,228,8
26075,228,24
26076,228,8
26078,228,8
26079,228,8
26080,228,4
26082,228,4
26083,228,4
26086,228,2
26087,228,4
26088,228,4
26089,228,12
26090,228,4
26091,228,8
26092,228,4
26093,228,4
26094,228,8
26095,228,2
26096,228,8
26097,228,4
26098,228,4
26099,228,6
26100,228,8
26101,228,8
26102,228,4
26103,228,8
26104,228,4
26105,228,2
26106,228,12
26107,228,8
26108,228,16
26109,228,4
26110,228,20
26111,228,16
26112,228,2
26113,228,12
26114,228,4
26115,228,2
26116,228,4
26117,228,8
26118,228,2
26119,228,2
26120,228,4
26121,228,6
26122,228,4
26123,228,4
26124,228,14
26125,228,16
26126,228,4
26127,228,2
26128,228,4
26132,228,4
26133,228,24
26134,228,8
26135,228,4
26136,228,4
26137,228,6
26138,228,8
26139,228,4
26140,228,8
26141,228,8
26142,228,4
26143,228,16
26144,228,4
26145,228,4
26147,228,2
26148,228,14
26149,228,4
26150,228,8
26151,228,8
26152,228,6
26153,228,4
26154,228,4
26155,228,24
26156,228,4
26157,228,4
26158,228,2
26159,228,4
26160,228,12
26161,228,4
26162,228,4
26163,228,4
26164,228,2
26165,228,4
26166,228,12
26167,228,2
26168,228,16
26169,228,4
26170,228,16
26171,228,4
26172,228,2
26173,228,4
26174,228,2
26175,228,4
26176,228,6
26177,228,4
26178,228,2
26180,228,4
26185,228,2
26186,228,20
26187,228,4
26188,228,16
26189,228,8
26190,228,14
26191,228,2
26192,228,4
26193,228,4
26194,228,8
26195,228,12
26196,228,4
26197,228,4
26198,228,12
26200,228,8
26202,228,8
26204,228,8
26205,228,12
26207,228,4
26208,228,4
26209,228,4
26209,26210,2
26211,228,8
26212,228,8
26213,228,8
26214,228,6
26215,228,4
26216,228,6
26218,228,12
26219,228,4
26220,228,4
26221,228,12
26222,228,4
26223,228,4
26224,228,10
26225,228,4
26226,228,2
26227,228,2
26228,228,2
26229,228,2
26230,228,6
26231,228,2
26232,228,12
26233,228,2
26234,228,4
26235,228,16
26236,228,4
26237,228,6
26238,228,8
26239,228,2
26240,228,4
26241,228,4
26242,228,8
26243,228,8
26245,228,4
26246,228,4
26251,228,16
26252,228,8
26253,228,8
26254,228,4
26257,228,4
26258,228,4
26259,228,2
26260,228,8
26261,228,2
26262,228,8
26263,228,8
26264,228,2
26265,228,4
26266,228,12
26267,228,8
26268,228,12
26269,228,8
26270,228,2
26271,228,8
26272,228,6
26273,228,8
26274,228,16
26275,228,8
26276,228,4
26277,228,8
26278,228,12
26279,228,2
26280,228,12
26281,228,4
26282,228,4
26283,228,12
26284,228,12
26285,228,2
26286,228,4
26287,228,4
26288,228,4
26289,228,4
26290,228,12
26291,228,2
26292,228,2
26293,228,28
26294,228,4
26295,228,4
26296,228,12
26297,228,8
26298,228,8
26299,228,8
26300,228,12
26301,228,4
26302,228,8
26303,228,8
26304,228,4
26306,228,4
26307,228,6
26308,228,20
26309,228,4
26310,228,16
26311,228,8
26312,228,4
26313,228,2
26314,228,4
26315,228,4
26316,228,8
26317,228,4
26318,228,2
26319,228,8
26321,228,8
26322,228,2
26323,228,16
26324,228,8
26325,228,2
26326,228,4
26327,228,2
26328,228,8
26329,228,3
26330,228,4
26331,228,2
26332,228,4
26333,228,8
26334,228,4
26335,228,4
26336,228,16
26337,228,8
26338,228,4
26339,228,8
26340,228,4
26341,228,4
26342,228,3
26343,228,2
26344,228,8
26345,228,2
26348,228,4
26349,228,7
26350,228,20
26355,228,2
26356,228,4
26357,228,2
26359,228,4
26360,228,16
26361,228,2
26362,228,2
26363,228,4
26364,228,4
26365,228,2
26366,228,8
26367,228,4
26368,228,4
26369,228,6
26370,228,4
26372,228,4
26376,228,4
26377,228,18
26377,26378,10
26379,228,4
26380,228,12
26381,228,8
26382,228,4
26383,228,4
26384,228,4
26385,228,4
26386,228,4
26387,228,4
26388,228,6
26389,228,4
26390,228,20
26393,228,4
26397,228,4
26399,228,4
26401,228,4
26402,228,12
26403,228,2
26404,228,2
26407,228,4
26408,228,4
26409,228,20
26410,228,32
26411,228,8
26412,228,4
26413,228,16
26414,228,4
26415,228,2
26417,228,4
26418,228,2
26419,228,6
26420,228,4
26421,228,16
26422,228,4
26423,228,4
26424,228,4
26427,228,4
26428,228,8
26429,228,4
26430,228,6
26431,228,4
26432,228,8
26433,228,4
26434,228,4
26435,228,4
26436,228,4
26437,228,2
26438,228,2
26439,228,3
26440,228,4
26441,228,8
26442,228,4
26443,228,2
26444,228,4
26445,228,4
26446,228,2
26447,228,6
26448,228,4
26449,228,8
26450,228,4
26451,228,4
26452,228,8
26453,228,4
26454,228,2
26455,228,4
26456,228,4
26457,228,4
26458,228,4
26459,228,4
26460,228,4
26461,228,2
26462,228,8
26463,228,8
26464,228,4
26465,228,4
26466,228,2
26467,228,12
26468,228,4
26469,228,4
26471,228,4
26473,228,14
26474,228,8
26475,228,4
26476,228,4
26477,228,20
26478,228,2
26479,228,36
26480,228,4
26481,228,4
26482,228,4
26485,228,2
26486,228,4
26487,228,4
26488,228,2
26490,228,4
26491,228,4
26492,228,2
26493,228,2
26494,228,12
26495,228,4
26496,228,8
26497,228,4
26498,228,12
26499,228,2
26500,228,4
26501,228,2
26502,228,2
26503,228,18
26504,228,4
26505,228,2
26506,228,4
26507,228,12
26508,228,4
26509,228,4
26510,228,4
26511,228,4
26512,228,4
26513,228,2
26515,228,4
26516,228,2
26517,228,4
26518,228,4
26519,228,8
26520,228,4
26521,228,2
26522,228,4
26523,228,2
26524,228,2
26525,228,4
26526,228,4
26527,228,2
26528,228,4
26529,228,4
26531,228,2
26532,228,8
26533,228,2
26534,228,4
26535,228,4
26536,228,2
26537,228,4
26538,228,4
26540,228,16
26541,228,6
26542,228,4
26543,228,2
26544,228,4
26545,228,2
26546,228,8
26547,228,8
26548,228,2
26549,228,2
26550,228,12
26551,228,4
26552,228,12
26553,228,16
26554,228,4
26555,228,4
26556,228,4
26557,228,12
26558,228,2
26559,228,8
26560,228,64
26561,228,2
26562,228,2
26563,228,8
26564,228,4
26565,228,16
26566,228,4
26567,228,8
26568,228,10
26569,228,4
26570,228,12
26571,228,8
26572,228,6
26573,228,4
26574,228,2
26576,228,6
26577,228,2
26578,228,4
26579,228,4
26582,228,16
26583,228,24
26584,228,8
26585,228,4
26586,228,4
26587,228,4
26588,228,4
26589,228,8
26590,228,2
26591,228,8
26593,228,4
26594,228,12
26595,228,4
26596,228,4
26597,228,4
26598,228,4
26599,228,4
26600,228,4
26601,228,4
26602,228,2
26603,228,6
26605,228,6
26606,228,4
26607,228,10
26608,228,4
26609,228,4
26610,228,20
26611,228,2
26612,228,4
26613,228,4
26614,228,2
26615,228,44
26616,228,4
26617,228,4
26618,228,12
26619,228,2
26620,228,4
26623,228,2
26627,228,8
26628,228,4
26629,228,2
26630,228,2
26632,228,8
26633,228,2
26634,228,4
26635,228,4
26636,228,4
26637,228,8
26638,228,2
26639,228,16
26640,228,2
26641,228,8
26642,228,4
26643,228,12
26644,228,4
26645,228,4
26646,228,9
26647,228,2
26648,228,2
26649,228,4
26650,228,4
26651,228,4
26652,228,6
26653,228,2
26655,228,12
26656,228,12
26657,228,4
26658,228,4
26659,228,4
26660,228,8
26661,228,2
26662,228,4
26663,228,4
26664,228,12
26665,228,8
26666,228,4
26667,228,8
26669,228,2
26670,228,4
26671,228,4
26672,228,4
26673,228,2
26674,228,2
26675,228,4
26676,228,4
26677,228,4
26678,228,4
26679,228,4
26680,228,14
26681,228,24
26682,228,2
26683,228,4
26684,228,2
26685,228,4
26686,228,4
26687,228,4
26688,228,4
26689,228,4
26691,228,10
26693,228,2
26694,228,10
26696,228,8
26697,228,12
26698,228,2
26699,228,2
26700,228,2
26702,228,2
26703,228,4
26704,228,4
26705,228,8
26706,228,12
26707,228,2
26708,228,4
26709,228,4
26710,228,8
26711,228,4
26712,228,8
26713,228,4
26714,228,2
26715,228,8
26716,228,8
26717,228,4
26718,228,4
26719,228,4
26720,228,8
26721,228,8
26722,228,8
26723,228,2
26725,228,4
26727,228,4
26728,228,2
26731,228,2
26732,228,4
26733,228,24
26734,228,4
26735,228,2
26739,228,4
26741,228,2
26744,228,4
26745,228,4
26746,228,4
26747,228,2
26748,228,4
26749,228,4
26750,228,16
26752,228,4
26753,228,2
26754,228,8
26755,228,4
26756,228,2
26757,228,8
26758,228,20
26759,228,8
26760,228,2
26761,228,4
26762,228,8
26763,228,4
26764,228,8
26765,228,4
26766,228,4
26767,228,16
26768,228,18
26769,228,4
26770,228,2
26771,228,8
26772,228,8
26773,228,4
26774,228,4
26775,228,28
26776,228,4
26777,228,8
26778,228,16
26779,228,20
26780,228,4
26781,228,8
26782,228,8
26783,228,2
26784,228,4
26785,228,4
26786,228,4
26787,228,4
26788,228,2
26789,228,4
26790,228,2
26791,228,4
26792,228,2
26793,228,2
26794,228,2
26795,228,2
26797,228,8
26799,228,2
26800,228,4
26801,228,4
26802,228,4
26803,228,8
26804,228,2
26805,228,8
26806,228,8
26807,228,8
26808,228,4
26809,228,2
26810,228,24
26811,228,2
26812,228,4
26813,228,4
26814,228,4
26815,228,4
26816,228,4
26817,228,12
26818,228,6
26820,228,4
26822,228,4
26825,228,4
26826,228,4
26830,228,8
26831,228,16
26832,228,4
26833,228,8
26834,228,4
26835,228,8
26836,228,2
26837,228,8
26838,228,4
26839,228,24
26840,228,4
26841,228,8
26843,228,12
26844,228,4
26845,228,4
26846,228,8
26847,228,4
26848,228,12
26849,228,28
26850,228,4
26851,228,8
26852,228,12
26853,228,4
26854,228,4
26855,228,6
26856,228,8
26857,228,8
26858,228,8
26859,228,2
26860,228,4
26861,228,24
26862,228,4
26863,228,10
26864,228,2
26865,228,16
26866,228,8
26867,228,4
26868,228,2
26869,228,4
26870,228,8
26871,228,4
26872,228,4
26873,228,4
26874,228,8
26875,228,8
26876,228,4
26877,228,4
26878,228,2
26879,228,8
26880,228,4
26881,228,2
26882,228,4
26884,228,4
26885,228,8
26886,228,4
26887,228,8
26888,228,4
26889,228,2
26890,228,14
26891,228,6
26892,228,16
26893,228,4
26894,228,6
26895,228,24
26896,228,10
26897,228,8
26898,228,8
26899,228,4
26900,228,2
26901,228,16
26902,228,4
26903,228,2
26904,228,12
26905,228,4
26906,228,4
26907,228,16
26908,228,32
26909,228,4
26910,228,4
26911,228,4
26912,228,8
26913,228,8
26914,228,4
26915,228,16
26916,228,8
26917,228,12
26918,228,4
26919,228,12
26920,228,2
26921,228,4
26922,228,56
26923,228,10
26924,228,12
26925,228,2
26926,228,12
26927,228,12
26928,228,4
26929,228,2
26930,228,4
26931,228,4
26932,228,4
26933,228,8
26934,228,2
26935,228,4
26936,228,12
26937,228,4
26938,228,2
26939,228,2
26940,228,8
26941,228,2
26941,26378,2
26942,228,12
26943,228,12
26944,228,8
26945,228,4
26946,228,4
26947,228,12
26948,228,2
26949,228,2
26950,228,4
26951,228,4
26952,228,10
26953,228,4
26954,228,2
26955,228,4
26956,228,8
26957,228,10
26959,228,4
26960,228,4
26961,228,8
26963,228,8
26964,228,10
26965,228,4
26966,228,4
26967,228,2
26968,228,4
26969,228,4
26970,228,12
26971,228,4
26972,228,4
26973,228,8
26974,228,8
26975,228,6
26976,228,16
26977,228,4
26978,228,40
26979,228,6
26980,228,20
26981,228,4
26982,228,4
26983,228,16
26984,228,12
26985,228,4
26986,228,8
26987,228,4
26988,228,4
26989,228,4
26990,228,12
26991,228,8
26992,228,4
26993,228,4
26994,228,4
26995,228,4
26996,228,4
26997,228,12
26998,228,4
26999,228,2
27000,228,4
27001,228,4
27002,228,4
27003,228,18
27004,228,8
27005,228,8
27009,228,4
27010,228,8
27011,228,4
27013,228,4
27014,228,12
27015,228,8
27016,228,4
27017,228,2
27018,228,4
27019,228,2
27020,228,4
27021,228,4
27022,228,12
27023,228,4
27024,228,4
27026,228,4
27031,228,36
27032,228,4
27033,228,4
27034,228,12
27035,228,4
27036,228,4
27037,228,12
27038,228,4
27039,228,16
27040,228,4
27041,228,4
27042,228,2
27044,228,2
27046,228,24
27047,228,24
27050,228,10
27051,228,4
27052,228,2
27053,228,4
27054,228,4
27055,228,4
27056,228,44
27057,228,4
27060,228,4
27062,228,4
27063,228,4
27064,228,4
27065,228,8
27066,228,4
27067,228,4
27068,228,4
27071,228,4
27072,228,2
27073,228,12
27074,228,2
27075,228,8
27076,228,12
27077,228,6
27079,228,8
27081,228,6
27083,228,4
27084,228,4
27085,228,4
27086,228,2
27087,228,4
27088,228,4
27089,228,2
27090,228,4
27091,228,2
27092,228,8
27093,228,2
27094,228,32
27095,228,8
27096,228,4
27097,228,6
27098,228,8
27099,228,4
27100,228,4
27101,228,4
27102,228,4
27103,228,12
27106,228,12
27108,228,2
27109,228,4
27110,228,4
27111,228,4
27113,228,2
27114,228,36
27115,228,4
27116,228,8
27117,228,4
27118,228,4
27119,228,4
27120,228,16
27121,228,8
27122,228,4
27123,228,2
27124,228,2
27125,228,4
27126,228,12
27127,228,4
27128,228,2
27129,228,2
27130,228,8
27132,228,4
27133,228,8
27134,228,4
27137,228,4
27138,228,8
27139,228,8
27140,228,4
27141,228,2
27142,228,2
27143,228,4
27144,228,4
27145,228,12
27146,228,4
27147,228,56
27148,228,2
27149,228,4
27150,228,24
27151,228,6
27152,228,4
27153,228,2
27154,228,4
27155,228,8
27156,228,2
27157,228,4
27158,228,2
27159,228,4
27160,228,12
27161,228,4
27162,228,36
27163,228,4
27164,228,4
27165,228,2
27167,228,4
27168,228,2
27169,228,28
27170,228,4
27171,228,3
27172,228,2
27173,228,4
27174,228,16
27175,228,2
27176,228,2
27177,228,2
27178,228,4
27179,228,4
27180,228,4
27181,228,4
27182,228,4
27183,228,2
27184,228,12
27185,228,4
27186,228,8
27187,228,8
27188,228,4
27189,228,4
27190,228,4
27191,228,4
27192,228,24
27193,228,2
27196,228,8
27198,228,4
27199,228,4
27201,228,4
27204,228,2
27205,228,20
27208,228,8
27213,228,8
27215,228,2
27218,228,4
27219,228,16
27222,228,4
27223,228,20
27224,228,16
27225,228,6
27226,228,48
27228,228,4
27229,228,2
27231,228,8
27232,228,4
27233,228,4
27235,228,8
27236,228,8
27237,228,8
27238,228,20
27239,228,16
27240,228,20
27241,228,4
27242,228,16
27243,228,20
27244,228,4
27245,228,4
27246,228,12
27247,228,2
27248,228,8
27249,228,2
27250,228,12
27251,228,4
27252,228,4
27253,228,4
27254,228,2
27255,228,20
27256,228,4
27257,228,4
27258,228,2
27259,228,20
27260,228,8
27261,228,8
27262,228,4
27263,228,8
27264,228,4
27265,228,2
27266,228,4
27267,228,4
27268,228,4
27270,228,4
27271,228,2
27272,228,4
27273,228,12
27274,228,2
27275,228,4
27276,228,2
27277,228,8
27278,228,12
27279,228,4
27280,228,2
27281,228,4
27282,228,12
27283,228,2
27284,228,2
27285,228,2
27286,228,4
27287,228,4
27288,228,2
27289,228,2
27290,228,4
27291,228,4
27292,228,2
27293,228,2
27294,228,4
27296,228,2
27297,228,2
27298,228,4
27299,228,8
27300,228,8
27301,228,4
27302,228,2
27303,228,2
27304,228,4
27305,228,4
27306,228,4
27308,228,4
27309,228,2
27312,228,2
27313,228,4
27314,228,4
27315,228,4
27316,228,4
27317,228,4
27318,228,8
27319,228,4
27320,228,12
27321,228,12
27322,228,2
27324,228,2
27325,228,2
27326,228,4
27327,228,4
27328,228,4
27329,228,6
27330,228,4
27331,228,4
27337,228,8
27338,228,4
27340,228,4
27341,228,4
27343,228,8
27344,228,6
27345,228,2
27346,228,2
27347,228,12
27348,228,4
27349,228,2
27350,228,8
27351,228,4
27352,228,2
27353,228,8
27354,228,8
27355,228,4
27356,228,2
27357,228,12
27358,228,8
27359,228,2
27360,228,2
27361,228,12
27362,228,4
27363,228,2
27365,228,28
27366,228,4
27367,228,4
27368,228,28
27369,228,2
27370,228,4
27371,228,12
27372,228,12
27373,228,4
27374,228,8
27375,228,32
27376,228,12
27377,228,8
27378,228,4
27379,228,8
27380,228,8
27381,228,2
27382,228,2
27383,228,2
27384,228,4
27385,228,4
27386,228,12
27387,228,4
27388,228,8
27389,228,4
27390,228,4
27391,228,2
27392,228,16
27393,228,4
27394,228,2
27395,228,8
27396,228,4
27397,228,20
27398,228,2
27399,228,8
27400,228,2
27401,228,4
27402,228,12
27403,228,4
27404,228,8
27405,228,8
27406,228,8
27407,228,8
27408,228,40
27409,228,4
27410,228,12
27411,228,4
27412,228,8
27413,228,4
27414,228,6
27415,228,4
27416,228,16
27417,228,4
27418,228,2
27419,228,4
27420,228,4
27422,228,4
27423,228,4
27424,228,12
27426,228,4
27427,228,4
27428,228,2
27429,228,4
27430,228,8
27431,228,8
27432,228,22
27433,228,8
27434,228,2
27435,228,2
27436,228,4
27438,228,2
27439,228,2
27440,228,8
27441,228,2
27443,228,4
27444,228,8
27445,228,12
27447,228,28
27448,228,2
27449,228,12
27450,228,8
27451,228,4
27452,228,4
27453,228,8
27455,228,4
27456,228,4
27457,228,10
27458,228,4
27459,228,2
27460,228,4
27461,228,6
27462,228,4
27465,228,4
27466,228,2
27468,228,4
27469,228,4
27476,228,4
27477,228,4
27478,228,4
27479,228,16
27480,228,2
27481,228,4
27482,228,4
27483,228,8
27484,228,4
27485,228,12
27486,228,4
27487,228,4
27488,228,16
27489,228,8
27490,228,4
27491,228,4
27492,228,4
27493,228,12
27496,228,4
27497,228,2
27499,228,4
27500,228,2
27501,228,4
27502,228,4
27503,228,4
27504,228,2
27505,228,8
27506,228,4
27507,228,4
27508,228,4
27509,228,4
27510,228,4
27511,228,16
27512,228,4
27513,228,4
27514,228,4
27515,228,4
27519,228,4
27520,228,4
27521,228,4
27522,228,4
27523,228,20
27524,228,8
27525,228,10
27530,228,4
27532,228,4
27533,228,20
27534,228,2
27535,228,4
27536,228,4
27537,228,12
27540,228,4
27541,228,12
27544,228,2
27546,228,4
27547,228,2
27548,228,8
27549,228,2
27550,228,4
27552,228,2
27553,228,6
27554,228,4
27555,228,36
27556,228,2
27557,228,12
27560,228,28
27561,228,2
27563,228,2
27564,228,8
27565,228,8
27566,228,6
27567,228,4
27568,228,4
27569,228,4
27570,228,4
27572,228,4
27573,228,8
27574,228,4
27575,228,2
27576,228,4
27579,228,4
27580,228,4
27581,228,56
27582,228,4
27583,228,8
27584,228,2
27585,228,4
27586,228,6
27588,228,4
27589,228,8
27590,228,4
27591,228,8
27592,228,4
27593,228,4
27594,228,8
27596,228,2
27597,228,2
27598,228,12
27599,228,2
27600,228,28
27601,228,72
27602,228,4
27603,228,12
27604,228,4
27605,228,8
27606,228,8
27607,228,6
27608,228,2
27609,228,2
27610,228,2
27611,228,8
27612,228,4
27613,228,4
27614,228,4
27615,228,8
27616,228,4
27617,228,8
27618,228,4
27619,228,2
27620,228,8
27621,228,4
27622,228,2
27624,228,8
27625,228,4
27626,228,16
27627,228,4
27628,228,2
27629,228,20
27630,228,6
27631,228,4
27632,228,12
27633,228,4
27634,228,8
27635,228,2
27636,228,4
27637,228,4
27638,228,8
27639,228,4
27640,228,2
27641,228,2
27642,228,16
27643,228,16
27644,228,2
27645,228,2
27646,228,4
27647,228,2
27648,228,4
27649,228,4
27650,228,4
27651,228,8
27652,228,2
27653,228,2
27654,228,4
27655,228,4
27656,228,2
27657,228,4
27659,228,4
27660,228,2
27661,228,2
27662,228,4
27663,228,8
27664,228,8
27665,228,4
27666,228,2
27667,228,2
27668,228,8
27669,228,12
27670,228,4
27671,228,12
27672,228,12
27673,228,8
27674,228,4
27675,228,4
27676,228,12
27677,228,8
27678,228,8
27679,228,2
27680,228,4
27681,228,14
27682,228,8
27683,228,4
27684,228,14
27685,228,8
27686,228,2
27687,228,32
27688,228,4
27689,228,4
27690,228,8
27691,228,4
27692,228,12
27693,228,2
27695,228,4
27696,228,4
27697,228,4
27698,228,2
27699,228,4
27700,228,4
27701,228,8
27702,228,4
27706,228,2
27707,228,2
27708,228,2
27709,228,2
27710,228,32
27711,228,32
27713,228,20
27714,228,4
27715,228,8
27716,228,4
27718,228,2
27719,228,4
27720,228,12
27721,228,4
27722,228,8
27723,228,2
27724,228,16
27725,228,4
27726,228,4
27727,228,2
27728,228,2
27729,228,8
27733,228,2
27734,228,2
27735,228,4
27736,228,8
27737,228,4
27738,228,8
27739,228,4
27740,228,8
27741,228,44
27742,228,2
27743,228,8
27744,228,8
27745,228,4
27746,228,4
27747,228,16
27749,228,28
27750,228,4
27751,228,2
27752,228,8
27753,228,8
27754,228,12
27755,228,8
27756,228,2
27757,228,4
27760,228,4
27761,228,8
27763,228,6
27764,228,4
27765,228,4
27766,228,2
27767,228,8
27768,228,8
27769,228,24
27770,228,2
27771,228,4
27772,228,4
27773,228,4
27774,228,4
27775,228,4
27776,228,4
27777,228,8
27778,228,2
27779,228,4
27780,228,4
27781,228,2
27782,228,2
27783,228,8
27784,228,4
27786,228,4
27787,228,10
27788,228,2
27791,228,2
27792,228,2
27793,228,6
27794,228,2
27795,228,8
27796,228,6
27797,228,4
27798,228,4
27800,228,4
27801,228,4
27802,228,4
27803,228,8
27804,228,10
27805,228,6
27806,228,4
27807,228,4
27808,228,4
27809,228,4
27810,228,2
27811,228,4
27812,228,2
27814,228,8
27815,228,8
27817,228,2
27818,228,2
27819,228,16
27820,228,6
27821,228,2
27822,228,2
27824,228,8
27824,27825,4
27826,228,4
27827,228,8
27830,228,2
27836,228,6
27839,228,4
27843,228,4
27844,228,2
27845,228,4
27846,228,4
27847,228,2
27848,228,16
27849,228,4
27850,228,8
27851,228,4
27852,228,24
27853,228,4
27854,228,4
27855,228,2
27856,228,12
27857,228,4
27859,228,6
27860,228,4
27861,228,2
27862,228,4
27863,228,12
27864,228,4
27865,228,4
27866,228,16
27867,228,8
27868,228,4
27869,228,12
27870,228,8
27871,228,4
27872,228,4
27873,228,4
27874,228,4
27875,228,12
27876,228,12
27877,228,8
27878,228,4
27879,228,4
27882,228,12
27883,228,8
27884,228,12
27885,228,16
27886,228,28
27887,228,8
27888,228,4
27889,228,8
27890,228,20
27891,228,12
27892,228,16
27893,228,4
27894,228,8
27895,228,2
27896,228,8
27897,228,4
27898,228,4
27899,228,4
27900,228,4
27901,228,16
27902,228,2
27903,228,2
27904,228,4
27905,228,16
27906,228,12
27907,228,4
27908,228,12
27909,228,4
27910,228,8
27911,228,12
27912,228,14
27913,228,4
27915,228,8
27917,228,2
27918,228,2
27919,228,4
27920,228,4
27921,228,6
27922,228,2
27923,228,6
27924,228,4
27925,228,8
27926,228,8
27927,228,4
27928,228,12
27929,228,8
27930,228,8
27931,228,4
27932,228,8
27933,228,4
27934,228,2
27935,228,4
27936,228,4
27937,228,4
27938,228,6
27939,228,4
27940,228,16
27941,228,12
27942,228,12
27943,228,12
27944,228,8
27945,228,12
27947,228,12
27948,228,8
27949,228,4
27950,228,12
27951,228,24
27952,228,4
27953,228,4
27954,228,4
27955,228,8
27956,228,2
27959,228,12
27960,228,12
27961,228,12
27962,228,12
27963,228,4
27964,228,4
27966,228,4
27967,228,4
27969,228,4
27970,228,2
27971,228,2
27972,228,4
27973,228,4
27974,228,6
27975,228,20
27976,228,8
27977,228,4
27979,228,4
27980,228,6
27981,228,2
27982,228,8
27983,228,4
27984,228,4
27985,228,2
27986,228,4
27988,228,4
27989,228,4
27992,228,8
27993,228,4
27994,228,2
27995,228,2
27996,228,4
27998,228,3
27999,228,16
28000,228,4
28001,228,6
28002,228,5
28003,228,4
28005,228,4
28006,228,8
28007,228,4
28008,228,4
28009,228,12
28011,228,2
28013,228,8
28014,228,2
28015,228,12
28016,228,8
28017,228,12
28019,228,2
28020,228,8
28021,228,2
28022,228,22
28023,228,12
28024,228,4
28025,228,4
28026,228,4
28027,228,4
28028,228,2
28029,228,4
28030,228,8
28031,228,4
28032,228,2
28033,228,6
28034,228,4
28035,228,8
28036,228,2
28039,228,4
28041,228,4
28042,228,4
28043,228,4
28047,228,8
28048,228,4
28049,228,8
28050,228,8
28051,228,4
28052,228,4
28053,228,4
28054,228,4
28055,228,8
28056,228,4
28057,228,4
28058,228,12
28059,228,2
28060,228,20
28061,228,8
28062,228,2
28063,228,6
28064,228,2
28066,228,4
28067,228,4
28069,228,4
28070,228,4
28071,228,2
28073,228,4
28074,228,20
28075,228,4
28079,228,8
28080,228,6
28081,228,8
28082,228,4
28083,228,6
28084,228,4
28085,228,8
28086,228,2
28087,228,4
28089,228,4
28090,228,12
28091,228,2
28092,228,4
28093,228,6
28094,228,4
28097,228,8
28098,228,4
28100,228,4
28101,228,4
28102,228,4
28103,228,4
28104,228,8
28105,228,8
28106,228,4
28107,228,32
28108,228,8
28110,228,4
28111,228,4
28112,228,16
28113,228,2
28114,228,2
28115,228,2
28116,228,4
28117,228,4
28118,228,6
28119,228,8
28120,228,4
28121,228,8
28122,228,4
28123,228,4
28124,228,4
28125,228,8
28126,228,16
28127,228,4
28128,228,4
28129,228,8
28130,228,2
28131,228,4
28132,228,4
28133,228,4
28135,228,4
28136,228,2
28137,228,4
28138,228,4
28139,228,4
28140,228,4
28141,228,4
28142,228,76
28143,228,4
28144,228,4
28145,228,8
28146,228,12
28147,228,4
28148,228,4
28149,228,4
28150,228,6
28151,228,2
28152,228,24
